Speaker,Line,Episode,Arc
Anthy,I like it. ,15,2
Miki,"I like it, too! ",15,2
Miki,I guess we have something in common! ,15,2
Miki,"Sorry, I'm saying some strange things, aren't I?",15,2
Miki,Umm... ,15,2
Anthy,Yes? ,15,2
Utena,Come on! Just a little more. ,15,2
Miki,"Himemiya-san, if it's alright with you, ",15,2
Miki,would you play the piano with me tomorrow after school?,15,2
Miki,I would like to introduce you to my piano teacher.,15,2
Miki,"I'm certain that if he listened to you play, he'd be quite impressed.",15,2
Miki,So... ,15,2
Miki,...please? ,15,2
Kozue,You wanted to talk to me? ,15,2
Juri,That incident last week with that teacher falling down the stairs was not an accident.,15,2
Juri,Rumor has it that he was pushed. ,15,2
Juri,"According to him, he wasn't certain whether or not it was an accident.",15,2
Juri,"However, just last night, he got a phone call saying that next time, it wouldn't be just a slight accident.",15,2
Kozue,"How brilliant, Arisugawa-sempai. You seem to know everything.",15,2
Juri,There are things I don't know. ,15,2
Juri,For example: why you hate this guy so. ,15,2
Kozue,Because he's always... ,15,2
Juri,Always... ,15,2
Kozue,I will never forgive anyone who disgraces Miki.,15,2
Miki,I made some milkshakes. Want one? ,15,2
Kozue,Why would I drink something so sweet? ,15,2
Utena,"So, you're Kozue-chan. ",15,2
Utena,I've heard about you from Miki. ,15,2
Utena,You really are twins. ,15,2
Utena,"If you dressed up as a guy, I could never tell you apart from Miki.",15,2
Kozue,I am nothing at all like Miki. ,15,2
Kozue,That girl with the glasses... ,15,2
Kozue,...what was her name again? ,15,2
Utena,You mean Himemiya Anthy? ,15,2
Utena,What about her? ,15,2
Nanami,"If the egg's shell does not break, the chick will die without being born.",15,2
Nanami,The chamber of freedom and the cage of freedom...,15,2
Nanami,"...without showing the vastness of the skies, they cherish the chick.",15,2
Nanami,Break the world's cage! ,15,2
Nanami,For the sake of revolutionizing the world!,15,2
Juri,For the sake of revolutionizing the world!,15,2
Namani,What is it? Any complaints? ,15,2
Juri,None here. ,15,2
Miki,None here. ,15,2
Nanami,"From now on, I will act as my brother's proxy.",15,2
NoName,I do have the qualifications. Any complaints? ,15,2
Juri,None here. ,15,2
Miki,None here. ,15,2
Juri,Except... ,15,2
Nanami,Except...? ,15,2
Juri,We don't seem to get letters from the Ends of the World lately.,15,2
Akio,Oh? There's a boy who likes Anthy? ,15,2
Utena,So you are concerned? ,15,2
Akio,"Well, she is my sister. ",15,2
Akio,"However, if she is enjoying her school life, then I'm relieved.",15,2
Akio,I'm glad that my sister has good friends like you.,15,2
Utena,"Akio-san, you really think about your sister a lot, don't you?",15,2
Akio,Do I? ,15,2
Utena,"I probably wouldn't understand since I don't have any siblings myself,",15,2
Utena,...but what does it mean for a girl to have an older brother?,15,2
Utena,What's this? ,15,2
Utena,The moon? ,15,2
Akio,"Normally, it's something useless and of little concern.",15,2
Akio,"But, every now and then, you look up at it and feel a certain degree of comfort.",15,2
Miki,"Himemiya-san, not here yet? ",15,2
Miki,I must have arrived a little early. ,15,2
Kozue,You saw? ,15,2
Kozue,Well? Don't you want to say something? ,15,2
Anthy,Say something? ,15,2
Miki,Himemiya-san. ,15,2
Anthy,Sorry. I also went to check the greenhouse. ,15,2
Miki,"Oh, please... I'm just happy you came. ",15,2
Kozue,I have an interview appointment today. ,15,2
Form,Nemuro Memorial Hall Interview Application Form Please answer the following questions.,15,2
Form,Name --- Kaoru Kozue Age --- 13 Sex --- Female Address ---,15,2
Man,We've been expecting you. Enter. ,15,2
Kozue,"I'm Kaoru Kozue, 7th grade, Class B. ",15,2
Souji,"Well, please begin. ",15,2
Kozue,Miki is my twin brother. ,15,2
Kozue,"Since we were very little, he has treated me very fondly.",15,2
Kozue,"Lately, even though he pretends there's nothing wrong,",15,2
Kozue,"...if something happens to sully me, he acts outwardly as if everything's okay.",15,2
Kozue,"But in his heart, he's hurt and he obsesses over me.",15,2
Kozue,That's why I purposely go out with people that I know Miki would hate.,15,2
Kozue,However... ,15,2
Souji,Deeper. Go deeper. ,15,2
Kozue,"But, Miki's attention is gradually going to that other woman.",15,2
Kozue,It's going away from me. ,15,2
Souji,I understand. ,15,2
Souji,I guess you have no choice but to revolutionize the world.,15,2
Souji,The way before you has been prepared. ,15,2
Miki,Kozue? ,15,2
Miki,Kozue... ,15,2
Miki,What are you doing? ,15,2
Miki,That ring?! ,15,2
Kozue,Isn't it nice? It matches yours. ,15,2
Kozue,And here is one of the roses that bloom at the ends of the world.,15,2
Souji,That is your new power. ,15,2
Souji,"So, you should grasp it, without hesitation. ",15,2
Utena,What's up? ,15,2
Wakaba,It's the finals schedule! ,15,2
Wakaba,"No matter how hard you wish... what will come, will come.",15,2
Wakaba,"Oh, no! English and Math are on the same day.",15,2
Card,To the one Engaged: I shall wait for you at the Duel Arena this evening.,15,2
Shadow,Extra! Extra! Extra! ,15,2
Shadow,We have hot coffee and sandwiches and cold beer available.,15,2
Shadow,We have hot coffee and sandwiches and cold beer available.,15,2
Shadow,"Wait a minute, I'm supposed to be the only one on this car.",15,2
Shadow,We have hot coffee and sandwiches and cold beer available.,15,2
Shadow,Shut up! I don't want anything to drink! ,15,2
Shadow,I don't want anything to eat! ,15,2
Utena,Then ignore her. ,15,2
Shadow,"Excuse me, coffee and a sandwich... ",15,2
ZUM,The Absolute Destiny: Apocalypse ,15,2
ZUM,The Absolute Destiny: Apocalypse ,15,2
ZUM,Birth records ,15,2
ZUM,Baptismal records ,15,2
ZUM,Death records ,15,2
ZUM,The Absolute Destiny: Apocalypse ,15,2
ZUM,The Absolute Destiny: Apocalypse ,15,2
ZUM,"My own birth, ",15,2
ZUM,"Absolute birth, ",15,2
ZUM,Apocalypse ,15,2
ZUM,A wet-nurse and a midwife in a dark desert ,15,2
ZUM,A gold-gilded Shangri-La ,15,2
ZUM,Day and night reversing ,15,2
ZUM,A time-gilded Lost Paradise ,15,2
ZUM,Darkness over Sodom ,15,2
ZUM,Darkness ever glowing ,15,2
ZUM,Darkness over yonder ,15,2
ZUM,Darkness never ending ,15,2
ZUM,The Absolute Destiny: Apocalypse ,15,2
ZUM,The Absolute Destiny: Apocalyptic Darkness; Apocalypse,15,2
ZUM,mokushi kushimo shimoku kumoshi moshiku shikumo,15,2
ZUM,mokushi kushimo shimoku kumoshi moshiku shikumo,15,2
Utena,Kozue-chan? ,15,2
Kozue,I swear by this black rose... ,15,2
Kozue,...that I shall win this Duel and bring death to the Rose Bride!,15,2
Utena,Let me guess... because of that black rose?,15,2
Anthy,Could be. ,15,2
Kozue,"Now then, Tenjou Utena, draw your sword! ",15,2
Kozue,"Otherwise, the Rose Bride will be mine! ",15,2
Utena,That stance... It's the same style as Miki's.,15,2
FPFE,Time Machine ,15,2
FPFE,"To the past, to the future, whoosh, zip, zoom!",15,2
Utena,...the power to revolutionize the world! ,15,2
FPFE,Time Machine ,15,2
FPFE,My childhood when I was so adorable.,15,2
FPFE,"Making a lotus carpet, ",15,2
FPFE,"Playing with dolls, ",15,2
FPFE,"A mysterious charm, Fi! Fi! ",15,2
FPFE,Candy ,15,2
FPFE,I wore a beautiful kimono ,15,2
Utena,Get a grip! You've lost yourself! ,15,2
FPFE,Children's Festival ,15,2
FPFE,"Oh, my dream machine... ",15,2
Kozue,I'm going to kill Anthy! ,15,2
FPFE,Flowerstorm ,15,2
FPFE,"To the faraway ancient me, ",15,2
FPFE,"Ten, two, one, zero... Take off!",15,2
Kozue,"Disappear, all of you! ",15,2
Kozue,"Except for Miki and me, all other things are ugly.",15,2
FPFE,Time Machine ,15,2
Utena,Her sword... what power. ,15,2
FPFE,"To the past, to the future, whoosh, zip, zoom!",15,2
Kozue,This is Miki's brilliance. ,15,2
FPFE,Time Machine ,15,2
Kozue,It ends now! ,15,2
FPFE,To the time of all my dreams and wishes,15,2
Anthy,Utena-sama! ,15,2
FPFE,"Hair tied back, ",15,2
FPFE,"toting a box lunch, ",15,2
FPFE,"A mysterious charm, Fi! Fi! ",15,2
FPFE,Amusement parks ,15,2
FPFE,Surprise! Surprise! ,15,2
FPFE,These are all my soul ,15,2
FPFE,"Oh, my dream machine... ",15,2
FPFE,Dreamstorm ,15,2
FPFE,"To the faraway ancient me, ",15,2
FPFE,"Ten, two, one, zero... Take off!",15,2
Utena,"Brother, eh? ",15,2
Miki,Kozue... ,15,2
Souji,Failure... ,15,2
Souji,But that was just the first one. ,15,2
Souji,There are other Student Council members. ,15,2
Miki,What happened to that Black Rose signet? ,15,2
Kozue,What's a Rose Signet? ,15,2
Miki,Never mind. ,15,2
Kozue,Did I really collapse from anemia? ,15,2
Miki,Yeah. ,15,2
Miki,Take it easy and get some sleep. ,15,2
Kozue,"Hey, would you make me a milkshake? ",15,2
Miki,Sure. ,15,2
Utena,"It's there, to be sure, and usually it's something useless and of little concern,",15,2
Utena,"but every now and then you look up to it and feel a certain degree of comfort, hmm?",15,2
Akio,"Come here, Anthy. ",15,2
Akio,"Tonight, I'll comfort you, too. ",15,2
ED,Missing truth and forever ,15,2
ED,Kissing love and true your heart ,15,2
ED,Embrace me with your true arms ,15,2
ED,The key to open up tomorrow is reality ,15,2
ED,I want to keep on destroying lies. ,15,2
ED,"Even if we keep on talking, ",15,2
ED,you still won't ever see. ,15,2
ED,Excuses really suit adults ,15,2
ED,who hang on to old stories. ,15,2
ED,Because unchosen angels ,15,2
ED,have no need for wings. ,15,2
ED,"Missing truth and forever, ",15,2
ED,"Kissing love and true your heart, ",15,2
ED,I will like tomorrow's new me. ,15,2
ED,"At least I believe so; I want to believe it,",15,2
ED,so I want to keep lies hating me.,15,2
OP,"Heroically, with bravery",16,2
OP,"I'll go on with my life, ",16,2
OP,"just a long, long time. ",16,2
OP,But if the two of us should get split up ,16,2
OP,"by whatever means, ",16,2
OP,"let go of me, ",16,2
OP,Take my revolution. ,16,2
Title,Utena ~ La Fillette Revolutionnaire ,16,2
OP,"In the sunny garden, we held each other's hands,",16,2
OP,"drew close together and soothed each other with the words,",16,2
OP,"""Neither of us will ever fall in love again."" ",16,2
OP,Everytime ,16,2
OP,Into this photograph of us ,16,2
OP,"smiling cheek to cheek, ",16,2
OP,"I took a bit of loneliness, ",16,2
OP,and crammed it inside. ,16,2
OP,Revolution! ,16,2
OP,"Even in my dreams, even through my tears, ",16,2
OP,"even though I'm being hurt, ",16,2
OP,"reality is approaching now, frantically. ",16,2
OP,What I want now is to find out ,16,2
OP,"just where I belong, ",16,2
OP,"and my self-worth, up through today. ",16,2
OP,"Heroically, I'll throw away ",16,2
OP,"my clothes 'til I'm nude, ",16,2
OP,"like the roses dancing all around me, whirling free.",16,2
OP,But if the two of us should get split up ,16,2
OP,"by whatever means, ",16,2
OP,"I swear to you, I will change the world. ",16,2
Narration,Once upon a time... ,16,2
Narration,there was a princess grieving over the deaths of her mother and father.,16,2
Narration,Before this princess appeared a prince traveling upon a white horse.,16,2
Narration,"His appearance gallant, and his smile gentle,",16,2
Narration,"the prince enveloped the princess in the scent of roses, and wiped away her tears.",16,2
Narration,"""Little one bearing up alone under grief, ",16,2
Narration,"please lose not thy strength and nobility when thou growest up.""",16,2
Narration,"""As a token of this day, please retain this.""",16,2
Narration,"""Pray, shall we meet once more?"" ",16,2
Narration,"""This ring should guide thee to me."" ",16,2
Narration,Was the ring from the prince meant as an engagement ring?,16,2
Narration,"That part was good, but because of the strength of her admiration for the prince,",16,2
Narration,the princess made up her mind to become a prince herself!,16,2
Narration,But is that really good for her? ,16,2
Title,Cowbell of Happiness ,16,2
Roger,"All right, everyone, thanks a lot! ",16,2
Roger,"Hey, Steve... Up next is a pendant from the famous designer brand Sebastian Dior.",16,2
Steve,"Wh- what did you say, Roger?! ",16,2
Roger,"Look, how about that? The sparkle is so elegant!",16,2
Utena,"Himemiya, are you still watching that? ",16,2
Anthy,"Yes, I'll be going to sleep soon. ",16,2
Steve,"Great, Roger! ",16,2
Utena,"Well then, 'night. ",16,2
Anthy,Good night. ,16,2
Roger,"There you have it, the pendant from the famous designer brand Sebastian Dior.",16,2
Roger,Order now! ,16,2
Anthy,How cute... ,16,2
Keiko,"How pretty, Nanami-sama! ",16,2
Yuuko,What a beautiful dress! ,16,2
Nanami,My dear uncle bought it for me. It's no big deal.,16,2
Keiko,"How pretty, Nanami-sama! ",16,2
Yuuko,What a beautiful ring! ,16,2
Keiko,What beautiful shoes! ,16,2
Yuuko,What beautiful earrings! ,16,2
Keiko,"It's so you. You're always the best dresser, Nanami-sama.",16,2
Yuuko,"It's so you. You're always the best dresser, Nanami-sama.",16,2
Nanami,It's no big deal. ,16,2
Nanami,"Well, if you're so impressed with something like this...",16,2
Nanami,I'll be unveiling the prize of my collection at the party today.,16,2
Nanami,This special pendant is crowned with a 20-carat diamond.,16,2
Nanami,"If I show this, then in no time... ",16,2
Miki,"Juri-san, that necklace is... ",16,2
Juri,"Oh, Sorya Rich's designer insisted that I must have this.",16,2
Miki,"Wow, Sorya Rich is a really famous designer brand, isn't it?",16,2
Juri,I just modeled a little for them. Such a bother...,16,2
Miki,"So, do you suppose that necklace is the only one of its kind in the whole world?",16,2
Miki,That's amazing! ,16,2
Juri,Nanami. ,16,2
Nanami,"Oh hi, Juri-sempai, good evening. ",16,2
Juri,So why did you decide to throw a party all of a sudden?,16,2
Miki,"Now that the feast is getting in full swing, you can tell us, can't you?",16,2
Nanami,Th- That's... ,16,2
Aiko,Nanami-sama! ,16,2
Aiko,This just arrived. ,16,2
Nanami,What's this? ,16,2
Miki,Oh! Th- This crest is... ,16,2
Juri,"Oh, this is Sebastian Dior! ",16,2
Nanami,Sebastian Dior is... ,16,2
Miki,Sebastion Dior... ,16,2
Miki,"the most elite designer brand, and purveyor to the British Royal Family.",16,2
Miki,This is the first time I've ever seen it.,16,2
Nanami,The most elite designer brand... ,16,2
Nanami,This is the break I need to turn the spotlight back from Juri.,16,2
Nanami,"Ah, that's right. ",16,2
Nanami,"Now, everyone, the reason we're gathered here today...",16,2
Nanami,"is so that I could unveil this new arrival, the prize of my collection.",16,2
Nanami,"So, I'll show you right away. ",16,2
Nanami,"Now, please have a look. ",16,2
Miki,A cowbell... ,16,2
Juri,A Sebastian Dior... cowbell. ,16,2
Nanami,Looks like they're surprised. ,16,2
Nanami,"The sparkle, the grace... ",16,2
Nanami,I'm the only one who fits these elite designer goods. I'm the only one!,16,2
Nanami,Morning. ,16,2
girl,M- Morning. ,16,2
Utena,Pretty weird... ,16,2
Miki,I think so... ,16,2
Utena,What happened? She bang her head or something? ,16,2
Miki,Dunno. ,16,2
Utena,"'Cause, first of all, a cowbell is... ",16,2
Utena,...isn't it? ,16,2
Miki,I think so... ,16,2
Utena,"If you know that, why don't you tell her what it really is?",16,2
Miki,You think I could do that now? ,16,2
Nanami,'Morning. ,16,2
Utena,She seems determined to pick at the scab there.,16,2
Miki,More like ripped it off already... ,16,2
teacher,"Nanami-san, what's that hanging on your neck?",16,2
Nanami,"Why, it's a cowbell! ",16,2
teacher,Cowbell? ,16,2
Nanami,"It is nice weather, isn't it? ",16,2
teacher,A cowbell is... ,16,2
teacher,...isn't it? ,16,2
Utena,I guess all we can do is wait for her to figure it out for herself.,16,2
girl,"Say, have you seen Nanami-san's cowbell? ",16,2
girl,"Yeah, I saw it. ",16,2
girl,You know... ,16,2
girl,"She's a bit extreme, isn't she? ",16,2
girl,Talk about extreme! ,16,2
girl,It's something we can expect from only Nanami-san.,16,2
girl,Nobody but her can go that far. ,16,2
Nanami,Word's getting around... ,16,2
Nanami,It looks like everyone is noticing my fashion sense.,16,2
Tsuwabuki,"Uh, Nanami-san... ",16,2
Tsuwabuki,"Um, doesn't your neck feel heavy? ",16,2
Tsuwabuki,"I've been thinking, that cowbell does look weir-",16,2
Nanami,Tsuwabuki... ,16,2
Tsuwabuki,"Yes, ma'am? ",16,2
Nanami,"What are you saying is strange about this cowbell from Sebastian Dior, purveyor to the Royal Court?",16,2
Nanami,"You can't seem to understand adult fashion sense yet, Tsuwabuki.",16,2
Tsuwabuki,Adult fashion sense? ,16,2
Utena,It's weird. ,16,2
Utena,"It's just weird, that cowbell. ",16,2
Utena,"I don't know about that brand name stuff, but cowbells are supposed to go around a cow's ne-",16,2
Nanami,This is why the dyke is so annoying. She doesn't know what fashion is all about.,16,2
Utena,What did you say?! Who're you calling a dyke?!,16,2
Nanami,I've been meaning to say this for a long time; your school uniform is very weird.,16,2
Utena,Don't compare my uniform with that cowbell! ,16,2
Nanami,"I wouldn't want to compare it either, with that tasteless uniform.",16,2
Utena,What was that? I dare you to say that again!,16,2
Nanami,"I'll say it over and over. First of all, your legs are so fat!",16,2
Tsuwabuki,"Oh, brother... ",16,2
Nanami,Where am I? ,16,2
DonaDona,"One clear afternoon, ",16,2
Nanami,Onii-sama... ,16,2
DonaDona,"on the road to market, ",16,2
Touga,Are you awake? ,16,2
Nanami,"So you're well, Onii-sama. You finally left your room.",16,2
DonaDona,"the cart rocks gently, ",16,2
Touga,"It's all right now, Nanami. ",16,2
Touga,It's all right now. ,16,2
DonaDona,carrying a calf. ,16,2
Touga,"Here, Nanami, your breakfast. ",16,2
DonaDona,The adorable calf ,16,2
Nanami,"What's wrong, Onii-sama? I can't eat this.",16,2
DonaDona,"will be sold, ",16,2
Touga,"All right, eat as much as you wish, since this is your last meal.",16,2
DonaDona,with a mournful look ,16,2
Nanami,"""Last,"" you mean...? ",16,2
DonaDona,in its eye. ,16,2
Touga,"Good bye, Nanami. ",16,2
DonaDona,Dona dona dona dona ,16,2
Nanami,"Onii-sama, what's wrong, Onii-sama? ",16,2
DonaDona,"With the calf on board, ",16,2
Touga,"Good bye, Nanami. ",16,2
Nanami,"Onii-sama, Onii-sama! ",16,2
DonaDona,Dona dona dona dona ,16,2
Touga,"Good bye, Nanami ",16,2
DonaDona,the cart ever sways. ,16,2
Nanami,Onii-sama! ,16,2
Touga,Let's eat. ,16,2
Nanami,A dream? ,16,2
girl,"Say, have you seen Nanami-san's cowbell? ",16,2
girl,What? She's still wearing it? ,16,2
girl,"Should we say she really stands out, or how to put it...?",16,2
girl,"Really, she sure has guts. ",16,2
girl,It's more like tenacity than guts. ,16,2
girl,"Yeah, yeah, before now, she would never stand in a line behind other people.",16,2
girl,"Yeah, right. ",16,2
girl,"Maybe she's calmed down some, she seems more composed...",16,2
Tsuwabuki,Nanami-san... ,16,2
Tsuwabuki,You're eating again? Didn't you just eat at the cafeteria?,16,2
Nanami,"Moo. Be quiet, that's my own business. Moo.",16,2
Tsuwabuki,Class is going to start soon. ,16,2
Nanami,"I know, allright? Be quiet! Moo. ",16,2
Tsuwabuki,Nanami-san! ,16,2
Nanami,"Somehow, after I've eaten I'm sleepy already. Moo.",16,2
Nanami,"Tsuwabuki, answer the roll call for me.",16,2
Tsuwabuki,"Uh, but I'm in elementary school... ",16,2
Nanami,Shut up. Moo. ,16,2
Tsuwabuki,"If you lie down so soon after you eat, you'll become a cow!",16,2
Nanami,Shut up. Moo. ,16,2
Nanami,"Say, look! ",16,2
Keiko,"Wow, Nanami-sama, that hair ornament is...",16,2
Nanami,"Well, does it look good? ",16,2
Yuuko,"Y- Yes, very... ",16,2
Nanami,"Oh, really? Moo. You think so, too? ",16,2
Nanami,Moo. I really like it! ,16,2
girl,Fight! Fight! Fight! Fight! Fight! Fight! Fight! Fight...,16,2
Nanami,"Fight, moo! Fight, moo! Fight, moo! Fight...",16,2
teacher,"Hey, Kiryuu! Run faster! ",16,2
Nanami,"All right, already! Moo. ",16,2
teacher,What's wrong with that girl? It's like she's in slow motion.,16,2
Nanami,Moo. ,16,2
Nanami,I hate this. Moo. ,16,2
Nanami,Shut up. Moo. ,16,2
Nanami,What's with this? Moo. I don't know! ,16,2
Nanami,Moo... Moo... Moo... MOO! ,16,2
Nanami,Moooo! ,16,2
Nanami,Moooo! ,16,2
Nanami,Moooo! ,16,2
Nanami,Moooo! ,16,2
Nanami,MOOOOO! ,16,2
Anthy,Tsuwabuki-kun... ,16,2
Tsuwabuki,She's in trouble! Nanami-san is... Nanami-san is...,16,2
Tsuwabuki,"She called me, and told me to bring her something because she was hungry.",16,2
Tsuwabuki,But Nanami-san didn't even touch the stuff I brought and went to the park...,16,2
Utena,"Then, you missed her here. Is that the story?",16,2
Tsuwabuki,That's right. ,16,2
Utena,But no one's here. ,16,2
Tsuwabuki,Strange... ,16,2
Nanami,"Moo, honestly, moo, Tsuwabuki, moo... ",16,2
Nanami,"He doesn't even know, moo, what I like. Moo.",16,2
Nanami,How rude of him. Moo. ,16,2
Nanami,Moo.. moo.. moo... ,16,2
Shadow,Extra! Extra! Extra! ,16,2
Shadow,Chuu chuu! That's easy. We only need to bell the cat.,16,2
Shadow,"Chuu chuu! Oh, Nezutarou, how smart you are!",16,2
Shadow,Chuu chuu! But who ever will bell the cat?,16,2
Shadow,Chuu chuu! Don't worry about that. The cat has already been belled.,16,2
Shadow,"Actually, I secretly put it on him just now.",16,2
Shadow,Chuu! Wonderful! ,16,2
Shadow,"Nezutarou-san, you're great! ",16,2
Shadow,"Master Cat, I went and spread the false information as we agreed.",16,2
Shadow,"They all feel so secure that they must be sound asleep tonight, so you can catch and eat as much as youwish.",16,2
Shadow,"So, as you promised, please let me pass. ",16,2
Shadow,Mr. Cat... Hey... ,16,2
Shadow,"Chomp, munch, munch, munch... ",16,2
Tsuwabuki,"What goes around, comes around. ",16,2
Utena,Exactly. ,16,2
Utena,Nanami! ,16,2
Utena,Throw that cowbell away! ,16,2
Utena,Throw it away! ,16,2
Nanami,"Oh, shut up. Moo. ",16,2
Utena,Do you know what that bell on your neck is supposed to be for?,16,2
Nanami,"Really... It's a Sebastian Dior cowbell, isn't it? Moo.",16,2
Utena,A cowbell is supposed to be a bell for a cow's neck.,16,2
Nanami,What are you talking about? Moo. ,16,2
Utena,Take a good look around you! ,16,2
Nanami,"So... so, Sebastian Dior, purveyor to the Royal Court, is...",16,2
Utena,"It's not Sebastian Dior, but Koushi-chan Dior! (koushi = calf)",16,2
Nanami,Ko- Koushi-chan? ,16,2
Utena,"You didn't even know what a cowbell is all about, and you were all proud of that humongous bell, wearingit on your neck.",16,2
Utena,What you're doing now is what exactly a cow does!,16,2
Nanami,Cow? ,16,2
Utena,We can't do anything about that now. ,16,2
Utena,"What you can do now is throw away that cowbell before you completely turn into a cow, body and soul.",16,2
Nanami,Wh- What are you talking about? Moo. How could I possibly become a cow? Moo.,16,2
Nanami,"Really now, don't surprise me. Moo. Quit kidding around, already. Moo.",16,2
Anthy,"Utena-sama, it's finally finished! ",16,2
Utena,What's this? ,16,2
Anthy,It's a sweater. ,16,2
Utena,"Thanks, but it's a bit out of season, isn't it?",16,2
Nanami,"Moo. If it had gone a little more, moo, I would have attracted intense attention.",16,2
Nanami,"Somehow, my mind is getting, moo, fuzzy... ",16,2
Nanami,"Could it be a delusion, moo? My appendix, moo?",16,2
Nanami,"Or I might have been bitten by a, moo, virulent poisonous snake...",16,2
Nanami,"Somebody, moo, get me a blanket! ",16,2
Utena,Nanami! ,16,2
DonaDona,One clear afternoon ,16,2
Nanami,Moo! Moo! Moo! Moooo! ,16,2
DonaDona,on the road to market ,16,2
Nanami,MOOOOOO!!! ,16,2
DonaDona,a cart rocks gently ,16,2
Utena,"Nanami, you look... ",16,2
Anthy,I'm scared! ,16,2
DonaDona,carrying a calf. ,16,2
Tsuwabuki,N- Nanami-san! ,16,2
Anthy,She's coming right for us! ,16,2
DonaDona,The adorable calf ,16,2
Utena,"Oh, I get it! She got all excited when she saw this red sweater!",16,2
DonaDona,will be sold ,16,2
Anthy,"Oh, my! ",16,2
Tsuwabuki,"Tenjou-san, the cowbell! ",16,2
Utena,"I know! Himemiya, get away! ",16,2
DonaDona,with a mournful look ,16,2
Anthy,All right! ,16,2
DonaDona,in its eye. ,16,2
Nanami,Now I won't forgive you! ,16,2
DonaDona,Dona dona dona dona ,16,2
DonaDona,"With the calf on board, ",16,2
Utena,Ole! ,16,2
Nanami,MOOO!! ,16,2
DonaDona,Dona dona dona dona ,16,2
Tsuwabuki,Utena-san! ,16,2
DonaDona,the cart ever sways. ,16,2
DonaDona,Dona dona dona dona ,16,2
Nanami,Moo! ,16,2
DonaDona,"With the calf on board, ",16,2
Nanami,I'm done for! ,16,2
DonaDona,Dona dona dona dona ,16,2
DonaDona,the cart ever sways. ,16,2
Anthy,Utena-sama! ,16,2
DonaDona,"Blue skies, gentle breezes,",16,2
Juri,How miserable. ,16,2
DonaDona,a swallow flits through the sky.,16,2
Juri,The last days of the one possessed by brand name goods.,16,2
DonaDona,The cart carries ,16,2
Miki,"Juri-san, you're not convincing at all. ",16,2
Miki,"Still, I wonder who sent that cowbell to Nanami-san.",16,2
DonaDona,"the calf to market, ",16,2
DonaDona,carries he who'd fly ,16,2
Utena,"I see, that cowbell was for your pet, Himemiya.",16,2
DonaDona,to pleasant pastures ,16,2
Anthy,Her name is Nanami. ,16,2
DonaDona,"if he just had, ",16,2
Utena,"Nanami? Ah, so the mail carrier made a mistake.",16,2
DonaDona,if only he had wings. ,16,2
Anthy,"She'll be getting a new nose ring soon, too.",16,2
DonaDona,Dona dona dona dona ,16,2
Utena,Nose ring? ,16,2
DonaDona,"With the calf on board, ",16,2
DonaDona,Dona dona dona dona ,16,2
DonaDona,the cart ever sways. ,16,2
Nanami,"Good morning, everyone. ",16,2
Nanami,Well? Does it look good? ,16,2
ED,Missing truth and forever ,16,2
ED,Kissing love and true your heart ,16,2
ED,Embrace me with your true arms ,16,2
ED,The key to open up tomorrow is reality ,16,2
ED,I want to keep on destroying lies. ,16,2
ED,"Even if we keep on talking, ",16,2
ED,you still won't ever see. ,16,2
ED,Excuses really suit adults ,16,2
ED,who hang on to old stories. ,16,2
ED,Because unchosen angels ,16,2
ED,have no need for wings. ,16,2
ED,"Missing truth and forever, ",16,2
ED,"Kissing love and true your heart, ",16,2
ED,I will like tomorrow's new me. ,16,2
ED,"At least I believe so; I want to believe it,",16,2
ED,so I want to keep lies hating me.,16,2
OP,"Heroically, with bravery",19,2
OP,"I'll go on with my life, ",19,2
OP,"just a long, long time. ",19,2
OP,But if the two of us should get split up ,19,2
OP,"by whatever means, ",19,2
OP,"let go of me, ",19,2
OP,Take my revolution. ,19,2
Title,Utena ~ La Fillette Revolutionnaire ,19,2
OP,"In the sunny garden, we held each other's hands,",19,2
OP,"drew close together and soothed each other with the words,",19,2
OP,"""Neither of us will ever fall in love again."" ",19,2
OP,Everytime ,19,2
OP,Into this photograph of us ,19,2
OP,"smiling cheek to cheek, ",19,2
OP,"I took a bit of loneliness, ",19,2
OP,and crammed it inside. ,19,2
OP,Revolution! ,19,2
OP,"Even in my dreams, even through my tears, ",19,2
OP,"even though I'm being hurt, ",19,2
OP,"reality is approaching now, frantically. ",19,2
OP,What I want now is to find out ,19,2
OP,"just where I belong, ",19,2
OP,"and my self-worth, up through today. ",19,2
OP,"Heroically, I'll throw away ",19,2
OP,"my clothes 'til I'm nude, ",19,2
OP,"like the roses dancing all around me, whirling free.",19,2
OP,But if the two of us should get split up ,19,2
OP,"by whatever means, ",19,2
OP,"I swear to you, I will change the world.",19,2
Wakaba,I've waited to meet you for a very long time.,19,2
Wakaba,I was born to meet you. ,19,2
Wakaba,"Isn't that right, my prince? ",19,2
Utena,You look happy. Did something good happen to you?,19,2
Wakaba,"Yep, something good happened! ",19,2
Wakaba,Ta-da! ,19,2
Wakaba,"Making my dearest, dearest Utena-sama a pretty lunch like this, I'm so happy!",19,2
Utena,"You sure are an ordinary girl, Wakaba. ",19,2
Utena,I'm sure you'll make a good bride. ,19,2
Wakaba,You bet! You bet! ,19,2
Utena,This octopus-shaped wiener is a superb piece of work!,19,2
Wakaba,"Yep! ""Aaah..."" ",19,2
Utena,Aaah... ,19,2
Tatsuya,Uh... ,19,2
Tatsuya,"Uhm, nice to meet you. My name is Kazami Tatsuya, of Class D, Grade 8.",19,2
Utena,Oh. ,19,2
